学校名,集計年,児童数,内特別支援学級児童数,学級数,内特別支援学級数,学校番号,学校種別,行政区
南生田小学校,1987,1072,3,29,2,97,小学校,多摩区
生田小学校,1988,944,6,26,2,97,小学校,多摩区
生田小学校,1989,905,5,26,2,97,小学校,多摩区
生田小学校,1990,845,4,25,2,97,小学校,多摩区
生田小学校,1991,788,2,23,1,97,小学校,多摩区
生田小学校,1992,757,3,24,2,97,小学校,多摩区
生田小学校,1993,701,4,22,2,97,小学校,多摩区
生田小学校,1994,655,3,21,2,97,小学校,多摩区
生田小学校,1995,635,4,20,2,97,小学校,多摩区
生田小学校,1996,587,4,19,2,97,小学校,多摩区
生田小学校,1997,562,3,20,3,97,小学校,多摩区
三田小学校,1998,474,10,18,5,97,小学校,多摩区
三田小学校,1999,474,9,18,4,97,小学校,多摩区
三田小学校,2000,471,6,17,3,97,小学校,多摩区
三田小学校,2001,469,4,18,3,97,小学校,多摩区
三田小学校,2002,472,3,16,2,97,小学校,多摩区
三田小学校,2003,442,3,14,2,97,小学校,多摩区
三田小学校,2004,440,2,14,2,97,小学校,多摩区
三田小学校,2005,439,2,15,2,97,小学校,多摩区
三田小学校,2006,437,3,17,3,97,小学校,多摩区
三田小学校,2007,428,6,19,5,97,小学校,多摩区
三田小学校,2008,527,9,22,5,97,小学校,多摩区
三田小学校,2009,517,14,21,5,97,小学校,多摩区
三田小学校,2010,548,11,22,5,97,小学校,多摩区
三田小学校,2011,584,12,24,5,97,小学校,多摩区
三田小学校,2012,598,9,21,3,97,小学校,多摩区
三田小学校,2013,628,10,21,3,97,小学校,多摩区
三田小学校,2014,659,15,23,4,97,小学校,多摩区
三田小学校,2015,676,19,26,5,97,小学校,多摩区
三田小学校,2016,664,22,26,6,97,小学校,多摩区
三田小学校,2017,679,24,27,6,97,小学校,多摩区
生田小学校,2018,457,8,18,2,97,小学校,多摩区
生田小学校,2019,481,14,18,3,97,小学校,多摩区
生田小学校,2020,480,14,19,3,97,小学校,多摩区
長沢小学校,1978,713,-,20,-,98,小学校,多摩区
長沢小学校,1979,786,-,21,-,98,小学校,多摩区
長沢小学校,1980,850,-,23,-,98,小学校,多摩区
長沢小学校,1981,896,-,23,-,98,小学校,多摩区
長沢小学校,1982,925,-,24,-,98,小学校,多摩区
長沢小学校,1983,927,-,23,-,98,小学校,多摩区
長沢小学校,1984,887,,22,,98,小学校,多摩区
長沢小学校,1985,876,2,22,1,98,小学校,多摩区
長沢小学校,1986,822,3,22,1,98,小学校,多摩区
長沢小学校,1987,783,3,22,1,98,小学校,多摩区
南生田小学校,1988,1055,4,30,2,98,小学校,多摩区
南生田小学校,1989,982,3,28,2,98,小学校,多摩区
南生田小学校,1990,949,3,29,2,98,小学校,多摩区
南生田小学校,1991,956,5,31,3,98,小学校,多摩区
南生田小学校,1992,958,4,30,3,98,小学校,多摩区
南生田小学校,1993,952,6,30,3,98,小学校,多摩区
南生田小学校,1994,940,5,29,3,98,小学校,多摩区
南生田小学校,1995,957,7,30,3,98,小学校,多摩区
南生田小学校,1996,944,7,29,3,98,小学校,多摩区
南生田小学校,1997,944,9,30,4,98,小学校,多摩区
生田小学校,1998,532,4,19,3,98,小学校,多摩区
生田小学校,1999,523,3,18,2,98,小学校,多摩区
生田小学校,2000,475,2,15,1,98,小学校,多摩区
生田小学校,2001,459,3,15,2,98,小学校,多摩区
生田小学校,2002,469,4,16,2,98,小学校,多摩区
生田小学校,2003,450,4,15,2,98,小学校,多摩区
生田小学校,2004,452,6,16,3,98,小学校,多摩区
生田小学校,2005,459,5,17,3,98,小学校,多摩区
生田小学校,2006,443,9,19,4,98,小学校,多摩区
生田小学校,2007,468,9,20,5,98,小学校,多摩区
生田小学校,2008,463,12,20,5,98,小学校,多摩区
生田小学校,2009,479,18,22,7,98,小学校,多摩区
生田小学校,2010,484,17,21,5,98,小学校,多摩区
生田小学校,2011,468,20,19,4,98,小学校,多摩区
生田小学校,2012,475,20,21,5,98,小学校,多摩区
生田小学校,2013,446,19,19,4,98,小学校,多摩区
生田小学校,2014,438,14,19,4,98,小学校,多摩区
生田小学校,2015,416,7,17,2,98,小学校,多摩区
生田小学校,2016,439,6,17,2,98,小学校,多摩区
生田小学校,2017,458,9,18,2,98,小学校,多摩区
南生田小学校,2018,1034,17,35,4,98,小学校,多摩区
南生田小学校,2019,1029,19,34,4,98,小学校,多摩区
南生田小学校,2020,1019,21,35,5,98,小学校,多摩区
長沢小学校,1988,774,3,22,1,99,小学校,多摩区
長沢小学校,1989,766,2,22,1,99,小学校,多摩区
長沢小学校,1990,736,2,21,1,99,小学校,多摩区
長沢小学校,1991,734,-,21,-,99,小学校,多摩区
長沢小学校,1992,747,-,22,-,99,小学校,多摩区
長沢小学校,1993,769,-,24,-,99,小学校,多摩区
長沢小学校,1994,765,-,23,-,99,小学校,多摩区
長沢小学校,1995,744,1,23,1,99,小学校,多摩区
長沢小学校,1996,706,2,23,2,99,小学校,多摩区
長沢小学校,1997,700,3,23,3,99,小学校,多摩区
南生田小学校,1998,946,8,30,4,99,小学校,多摩区
南生田小学校,1999,997,6,31,3,99,小学校,多摩区
南生田小学校,2000,947,6,30,3,99,小学校,多摩区
南生田小学校,2001,952,8,30,3,99,小学校,多摩区
南生田小学校,2002,977,11,31,3,99,小学校,多摩区
南生田小学校,2003,1005,10,32,3,99,小学校,多摩区
南生田小学校,2004,1038,12,32,3,99,小学校,多摩区
南生田小学校,2005,1042,11,32,3,99,小学校,多摩区
南生田小学校,2006,1082,11,32,2,99,小学校,多摩区
南生田小学校,2007,1070,11,34,4,99,小学校,多摩区
南生田小学校,2008,1060,9,35,4,99,小学校,多摩区
南生田小学校,2009,1057,11,36,4,99,小学校,多摩区
南生田小学校,2010,1026,11,35,4,99,小学校,多摩区
南生田小学校,2011,1043,13,35,4,99,小学校,多摩区
南生田小学校,2012,1043,14,36,5,99,小学校,多摩区
南生田小学校,2013,1018,12,34,4,99,小学校,多摩区
南生田小学校,2014,1032,14,36,5,99,小学校,多摩区
南生田小学校,2015,1020,12,33,3,99,小学校,多摩区
南生田小学校,2016,1043,14,34,3,99,小学校,多摩区
南生田小学校,2017,1049,16,34,3,99,小学校,多摩区
長沢小学校,2018,636,16,24,4,99,小学校,麻生区
長沢小学校,2019,651,14,24,4,99,小学校,麻生区
長沢小学校,2020,645,16,24,5,99,小学校,麻生区
千代ケ丘小学校,1978,885,-,23,-,100,小学校,麻生区
千代ケ丘小学校,1979,969,-,24,-,100,小学校,麻生区
千代ケ丘小学校,1980,1023,-,24,-,100,小学校,麻生区
千代ケ丘小学校,1981,1007,-,24,-,100,小学校,麻生区
千代ケ丘小学校,1982,998,-,24,-,100,小学校,麻生区
千代ケ丘小学校,1983,981,-,25,-,100,小学校,麻生区
千代ケ丘小学校,1984,976,-,25,-,100,小学校,麻生区
千代ケ丘小学校,1985,951,-,24,-,100,小学校,麻生区
千代ケ丘小学校,1986,921,-,24,-,100,小学校,麻生区
千代ケ丘小学校,1987,945,-,25,-,100,小学校,麻生区
長沢小学校,1998,695,5,23,4,100,小学校,麻生区
長沢小学校,1999,667,6,21,2,100,小学校,麻生区
長沢小学校,2000,695,5,23,3,100,小学校,麻生区
長沢小学校,2001,709,5,23,3,100,小学校,麻生区
長沢小学校,2002,709,8,25,4,100,小学校,麻生区
長沢小学校,2003,701,7,23,3,100,小学校,麻生区
長沢小学校,2004,683,9,22,4,100,小学校,麻生区
長沢小学校,2005,701,10,23,4,100,小学校,麻生区
長沢小学校,2006,727,12,25,3,100,小学校,麻生区
長沢小学校,2007,735,14,26,4,100,小学校,麻生区
長沢小学校,2008,750,13,27,4,100,小学校,麻生区
長沢小学校,2009,759,14,26,4,100,小学校,麻生区
長沢小学校,2010,749,15,26,4,100,小学校,麻生区
長沢小学校,2011,718,17,27,5,100,小学校,麻生区
長沢小学校,2012,669,17,23,3,100,小学校,麻生区
長沢小学校,2013,653,20,24,5,100,小学校,麻生区
長沢小学校,2014,650,14,22,3,100,小学校,麻生区
長沢小学校,2015,642,16,23,4,100,小学校,麻生区
長沢小学校,2016,605,14,23,4,100,小学校,麻生区
長沢小学校,2017,617,18,23,4,100,小学校,麻生区
百合丘小学校,1978,1251,17,31,2,101,小学校,麻生区
百合丘小学校,1979,1226,10,32,2,101,小学校,麻生区
百合丘小学校,1980,1178,9,32,2,101,小学校,麻生区
百合丘小学校,1981,1150,10,32,2,101,小学校,麻生区
百合丘小学校,1982,1128,10,32,2,101,小学校,麻生区
百合丘小学校,1983,1089,6,30,2,101,小学校,麻生区
百合丘小学校,1984,1036,6,27,2,101,小学校,麻生区
百合丘小学校,1985,1002,7,26,2,101,小学校,麻生区
百合丘小学校,1986,1004,4,26,2,101,小学校,麻生区
百合丘小学校,1987,936,6,26,2,101,小学校,麻生区
千代ケ丘小学校,1988,951,-,25,-,101,小学校,麻生区
千代ケ丘小学校,1989,964,-,25,-,101,小学校,麻生区
千代ケ丘小学校,1990,662,-,18,-,101,小学校,麻生区
千代ケ丘小学校,1991,642,-,18,-,101,小学校,麻生区
千代ケ丘小学校,1992,633,-,18,-,101,小学校,麻生区
千代ケ丘小学校,1993,643,1,19,1,101,小学校,麻生区
千代ケ丘小学校,1994,625,2,20,2,101,小学校,麻生区
千代ケ丘小学校,1995,628,2,20,2,101,小学校,麻生区
千代ケ丘小学校,1996,598,3,20,2,101,小学校,麻生区
千代ケ丘小学校,1997,562,4,20,2,101,小学校,麻生区
千代ケ丘小学校,2018,541,5,19,2,101,小学校,麻生区
千代ケ丘小学校,2019,519,6,19,2,101,小学校,麻生区
千代ケ丘小学校,2020,476,5,18,2,101,小学校,麻生区
南百合丘小学校,1978,1632,-,40,-,102,小学校,麻生区
南百合丘小学校,1979,1454,-,36,-,102,小学校,麻生区
南百合丘小学校,1980,1399,-,35,-,102,小学校,麻生区
南百合丘小学校,1981,1294,-,33,-,102,小学校,麻生区
南百合丘小学校,1982,1158,-,27,-,102,小学校,麻生区
南百合丘小学校,1983,1073,5,27,1,102,小学校,麻生区
南百合丘小学校,1984,1015,8,26,1,102,小学校,麻生区
南百合丘小学校,1985,994,4,26,1,102,小学校,麻生区
南百合丘小学校,1986,957,2,25,1,102,小学校,麻生区
南百合丘小学校,1987,924,2,25,1,102,小学校,麻生区
金程小学校,1988,,,,,102,小学校,麻生区
金程小学校,1989,,,,,102,小学校,麻生区
金程小学校,1990,346,-,12,-,102,小学校,麻生区
金程小学校,1991,356,-,12,-,102,小学校,麻生区
金程小学校,1992,369,-,12,-,102,小学校,麻生区
金程小学校,1993,373,-,12,-,102,小学校,麻生区
金程小学校,1994,387,-,12,-,102,小学校,麻生区
金程小学校,1995,388,1,13,1,102,小学校,麻生区
金程小学校,1996,366,1,13,1,102,小学校,麻生区
金程小学校,1997,351,1,13,1,102,小学校,麻生区
千代ケ丘小学校,1998,561,4,20,2,102,小学校,麻生区
千代ケ丘小学校,1999,589,5,21,3,102,小学校,麻生区
千代ケ丘小学校,2000,552,7,21,3,102,小学校,麻生区
千代ケ丘小学校,2001,563,10,22,4,102,小学校,麻生区
千代ケ丘小学校,2002,589,10,22,4,102,小学校,麻生区
千代ケ丘小学校,2003,626,10,22,4,102,小学校,麻生区
千代ケ丘小学校,2004,610,9,22,4,102,小学校,麻生区
千代ケ丘小学校,2005,640,7,22,4,102,小学校,麻生区
千代ケ丘小学校,2006,618,6,22,4,102,小学校,麻生区
千代ケ丘小学校,2007,626,6,22,3,102,小学校,麻生区
千代ケ丘小学校,2008,628,7,23,3,102,小学校,麻生区
千代ケ丘小学校,2009,620,10,23,4,102,小学校,麻生区
千代ケ丘小学校,2010,606,9,23,4,102,小学校,麻生区
千代ケ丘小学校,2011,577,10,22,4,102,小学校,麻生区
千代ケ丘小学校,2012,600,12,24,5,102,小学校,麻生区
千代ケ丘小学校,2013,582,9,23,5,102,小学校,麻生区
千代ケ丘小学校,2014,589,10,24,5,102,小学校,麻生区
千代ケ丘小学校,2015,567,7,23,5,102,小学校,麻生区
千代ケ丘小学校,2016,552,7,23,5,102,小学校,麻生区
千代ケ丘小学校,2017,535,7,22,4,102,小学校,麻生区
金程小学校,2018,378,17,15,3,102,小学校,麻生区
金程小学校,2019,374,16,15,3,102,小学校,麻生区
金程小学校,2020,386,17,15,3,102,小学校,麻生区
東柿生小学校,1978,1618,7,40,1,103,小学校,麻生区
東柿生小学校,1979,1535,7,38,1,103,小学校,麻生区
東柿生小学校,1980,1507,5,38,1,103,小学校,麻生区
東柿生小学校,1981,1398,8,34,1,103,小学校,麻生区
東柿生小学校,1982,1152,9,30,2,103,小学校,麻生区
東柿生小学校,1983,1031,8,28,2,103,小学校,麻生区
東柿生小学校,1984,986,11,27,2,103,小学校,麻生区
東柿生小学校,1985,923,8,26,2,103,小学校,麻生区
東柿生小学校,1986,932,9,26,2,103,小学校,麻生区
東柿生小学校,1987,878,8,25,2,103,小学校,麻生区
百合丘小学校,1988,928,7,26,2,103,小学校,麻生区
百合丘小学校,1989,856,9,25,2,103,小学校,麻生区
百合丘小学校,1990,807,10,25,2,103,小学校,麻生区
百合丘小学校,1991,734,10,24,2,103,小学校,麻生区
百合丘小学校,1992,656,7,21,2,103,小学校,麻生区
百合丘小学校,1993,598,5,20,2,103,小学校,麻生区
百合丘小学校,1994,541,3,19,2,103,小学校,麻生区
百合丘小学校,1995,495,3,18,2,103,小学校,麻生区
百合丘小学校,1996,450,2,16,2,103,小学校,麻生区
百合丘小学校,1997,434,2,15,2,103,小学校,麻生区
金程小学校,1998,335,1,13,1,103,小学校,麻生区
金程小学校,1999,334,2,14,2,103,小学校,麻生区
金程小学校,2000,346,2,14,2,103,小学校,麻生区
金程小学校,2001,383,3,14,2,103,小学校,麻生区
金程小学校,2002,387,3,14,2,103,小学校,麻生区
金程小学校,2003,416,3,15,3,103,小学校,麻生区
金程小学校,2004,431,3,16,3,103,小学校,麻生区
金程小学校,2005,443,3,15,2,103,小学校,麻生区
金程小学校,2006,452,3,17,3,103,小学校,麻生区
金程小学校,2007,448,3,17,3,103,小学校,麻生区
金程小学校,2008,437,7,16,3,103,小学校,麻生区
金程小学校,2009,433,10,15,2,103,小学校,麻生区
金程小学校,2010,439,13,16,4,103,小学校,麻生区
金程小学校,2011,448,16,17,4,103,小学校,麻生区
金程小学校,2012,438,16,17,5,103,小学校,麻生区
金程小学校,2013,434,13,17,3,103,小学校,麻生区
金程小学校,2014,412,7,16,2,103,小学校,麻生区
金程小学校,2015,397,5,16,2,103,小学校,麻生区
金程小学校,2016,386,12,16,3,103,小学校,麻生区
金程小学校,2017,388,13,15,3,103,小学校,麻生区
百合丘小学校,2018,910,21,33,6,103,小学校,麻生区
百合丘小学校,2019,930,22,32,6,103,小学校,麻生区
百合丘小学校,2020,898,22,31,6,103,小学校,麻生区
白山小学校,1978,,,,,104,小学校,麻生区
白山小学校,1979,,,,,104,小学校,麻生区
白山小学校,1980,,,,,104,小学校,麻生区
白山小学校,1981,186,-,6,-,104,小学校,麻生区
白山小学校,1982,224,-,7,-,104,小学校,麻生区
白山小学校,1983,377,-,12,-,104,小学校,麻生区
白山小学校,1984,427,-,12,-,104,小学校,麻生区
白山小学校,1985,521,2,14,1,104,小学校,麻生区
白山小学校,1986,580,2,16,1,104,小学校,麻生区
白山小学校,1987,629,2,19,1,104,小学校,麻生区
南百合丘小学校,1988,871,2,24,1,104,小学校,麻生区
南百合丘小学校,1989,836,3,23,1,104,小学校,麻生区
南百合丘小学校,1990,851,1,25,1,104,小学校,麻生区
南百合丘小学校,1991,685,1,21,1,104,小学校,麻生区
南百合丘小学校,1992,647,1,21,1,104,小学校,麻生区
南百合丘小学校,1993,618,1,20,1,104,小学校,麻生区
南百合丘小学校,1994,618,1,19,1,104,小学校,麻生区
南百合丘小学校,1995,638,1,19,1,104,小学校,麻生区
南百合丘小学校,1996,624,5,21,3,104,小学校,麻生区
南百合丘小学校,1997,598,5,20,3,104,小学校,麻生区
百合丘小学校,1998,403,2,15,2,104,小学校,麻生区
百合丘小学校,1999,399,-,12,-,104,小学校,麻生区
百合丘小学校,2000,385,1,13,1,104,小学校,麻生区
百合丘小学校,2001,391,3,14,2,104,小学校,麻生区
百合丘小学校,2002,391,4,14,2,104,小学校,麻生区
百合丘小学校,2003,414,8,15,3,104,小学校,麻生区
百合丘小学校,2004,427,8,15,3,104,小学校,麻生区
百合丘小学校,2005,441,9,17,3,104,小学校,麻生区
百合丘小学校,2006,449,8,17,3,104,小学校,麻生区
百合丘小学校,2007,431,5,16,3,104,小学校,麻生区
百合丘小学校,2008,464,8,17,3,104,小学校,麻生区
百合丘小学校,2009,454,8,17,4,104,小学校,麻生区
百合丘小学校,2010,454,6,18,4,104,小学校,麻生区
百合丘小学校,2011,439,7,18,4,104,小学校,麻生区
百合丘小学校,2012,497,11,21,4,104,小学校,麻生区
百合丘小学校,2013,572,11,21,4,104,小学校,麻生区
百合丘小学校,2014,661,8,24,4,104,小学校,麻生区
百合丘小学校,2015,750,14,27,5,104,小学校,麻生区
百合丘小学校,2016,815,18,30,6,104,小学校,麻生区
百合丘小学校,2017,872,23,31,6,104,小学校,麻生区
南百合丘小学校,2018,787,5,26,2,104,小学校,麻生区
南百合丘小学校,2019,840,9,28,3,104,小学校,麻生区
南百合丘小学校,2020,851,8,29,3,104,小学校,麻生区
真福寺小学校,1978,,,,,105,小学校,麻生区
真福寺小学校,1979,,,,,105,小学校,麻生区
真福寺小学校,1980,,,,,105,小学校,麻生区
真福寺小学校,1981,,,,,105,小学校,麻生区
真福寺小学校,1982,356,-,10,-,105,小学校,麻生区
真福寺小学校,1983,565,-,16,-,105,小学校,麻生区
真福寺小学校,1984,551,-,15,-,105,小学校,麻生区
真福寺小学校,1985,583,1,18,1,105,小学校,麻生区
真福寺小学校,1986,583,1,18,1,105,小学校,麻生区
真福寺小学校,1987,673,1,19,1,105,小学校,麻生区
麻生小学校,1988,,,,,105,小学校,麻生区
麻生小学校,1989,,,,,105,小学校,麻生区
麻生小学校,1990,,,,,105,小学校,麻生区
麻生小学校,1991,263,3,11,2,105,小学校,麻生区
麻生小学校,1992,333,9,16,4,105,小学校,麻生区
麻生小学校,1993,380,10,17,5,105,小学校,麻生区
麻生小学校,1994,413,14,17,5,105,小学校,麻生区
麻生小学校,1995,385,15,17,5,105,小学校,麻生区
麻生小学校,1996,377,15,17,5,105,小学校,麻生区
麻生小学校,1997,394,15,17,5,105,小学校,麻生区
南百合丘小学校,1998,600,5,21,3,105,小学校,麻生区
南百合丘小学校,1999,628,3,21,2,105,小学校,麻生区
南百合丘小学校,2000,634,6,22,4,105,小学校,麻生区
南百合丘小学校,2001,658,5,22,3,105,小学校,麻生区
南百合丘小学校,2002,683,6,25,4,105,小学校,麻生区
南百合丘小学校,2003,698,5,24,4,105,小学校,麻生区
南百合丘小学校,2004,720,6,23,3,105,小学校,麻生区
南百合丘小学校,2005,729,13,23,3,105,小学校,麻生区
南百合丘小学校,2006,762,13,25,3,105,小学校,麻生区
南百合丘小学校,2007,772,16,27,4,105,小学校,麻生区
南百合丘小学校,2008,776,20,28,5,105,小学校,麻生区
南百合丘小学校,2009,748,20,26,5,105,小学校,麻生区
南百合丘小学校,2010,708,16,26,5,105,小学校,麻生区
南百合丘小学校,2011,722,18,27,5,105,小学校,麻生区
南百合丘小学校,2012,693,15,23,3,105,小学校,麻生区
南百合丘小学校,2013,665,11,21,2,105,小学校,麻生区
南百合丘小学校,2014,663,8,22,2,105,小学校,麻生区
南百合丘小学校,2015,660,7,22,2,105,小学校,麻生区
南百合丘小学校,2016,698,8,23,2,105,小学校,麻生区
南百合丘小学校,2017,747,7,26,2,105,小学校,麻生区
麻生小学校,2018,802,7,27,3,105,小学校,麻生区
麻生小学校,2019,788,9,27,3,105,小学校,麻生区
麻生小学校,2020,785,11,28,4,105,小学校,麻生区
虹ケ丘小学校,1978,385,-,11,-,106,小学校,麻生区
虹ケ丘小学校,1979,516,-,14,-,106,小学校,麻生区
虹ケ丘小学校,1980,701,-,18,-,106,小学校,麻生区
虹ケ丘小学校,1981,827,-,20,-,106,小学校,麻生区
虹ケ丘小学校,1982,907,-,23,-,106,小学校,麻生区
虹ケ丘小学校,1983,981,-,26,-,106,小学校,麻生区
虹ケ丘小学校,1984,997,-,25,-,106,小学校,麻生区
虹ケ丘小学校,1985,961,-,24,-,106,小学校,麻生区
虹ケ丘小学校,1986,912,-,24,-,106,小学校,麻生区
虹ケ丘小学校,1987,844,-,22,-,106,小学校,麻生区
東柿生小学校,1988,819,5,22,1,106,小学校,麻生区
東柿生小学校,1989,797,4,23,1,106,小学校,麻生区
東柿生小学校,1990,771,2,22,1,106,小学校,麻生区
東柿生小学校,1991,772,1,23,1,106,小学校,麻生区
東柿生小学校,1992,706,1,22,1,106,小学校,麻生区
東柿生小学校,1993,706,3,24,2,106,小学校,麻生区
東柿生小学校,1994,686,3,22,2,106,小学校,麻生区
東柿生小学校,1995,663,4,22,3,106,小学校,麻生区
東柿生小学校,1996,672,3,21,2,106,小学校,麻生区
東柿生小学校,1997,648,3,20,2,106,小学校,麻生区
麻生小学校,1998,394,12,17,5,106,小学校,麻生区
麻生小学校,1999,377,17,16,4,106,小学校,麻生区
麻生小学校,2000,414,19,17,5,106,小学校,麻生区
麻生小学校,2001,447,16,17,5,106,小学校,麻生区
麻生小学校,2002,465,16,17,5,106,小学校,麻生区
麻生小学校,2003,509,20,22,6,106,小学校,麻生区
麻生小学校,2004,524,20,21,5,106,小学校,麻生区
麻生小学校,2005,535,18,23,5,106,小学校,麻生区
麻生小学校,2006,586,15,22,4,106,小学校,麻生区
麻生小学校,2007,688,16,24,4,106,小学校,麻生区
麻生小学校,2008,717,13,25,4,106,小学校,麻生区
麻生小学校,2009,775,11,27,5,106,小学校,麻生区
麻生小学校,2010,875,9,29,4,106,小学校,麻生区
麻生小学校,2011,896,12,29,4,106,小学校,麻生区
麻生小学校,2012,856,9,28,3,106,小学校,麻生区
麻生小学校,2013,845,6,27,2,106,小学校,麻生区
麻生小学校,2014,853,6,27,2,106,小学校,麻生区
麻生小学校,2015,856,4,28,2,106,小学校,麻生区
麻生小学校,2016,800,8,26,2,106,小学校,麻生区
麻生小学校,2017,797,7,27,3,106,小学校,麻生区
東柿生小学校,2018,439,20,17,4,106,小学校,麻生区
東柿生小学校,2019,443,24,21,5,106,小学校,麻生区
東柿生小学校,2020,442,26,19,5,106,小学校,麻生区
王禅寺小学校,1978,,,,,107,小学校,麻生区
王禅寺小学校,1979,363,-,9,-,107,小学校,麻生区
王禅寺小学校,1980,485,-,14,-,107,小学校,麻生区
王禅寺小学校,1981,620,-,18,-,107,小学校,麻生区
王禅寺小学校,1982,684,-,17,-,107,小学校,麻生区
王禅寺小学校,1983,736,-,19,-,107,小学校,麻生区
王禅寺小学校,1984,739,-,21,-,107,小学校,麻生区
王禅寺小学校,1985,742,-,20,-,107,小学校,麻生区
王禅寺小学校,1986,715,3,20,1,107,小学校,麻生区
王禅寺小学校,1987,666,3,18,1,107,小学校,麻生区
白山小学校,1988,712,2,21,1,107,小学校,麻生区
白山小学校,1989,759,2,23,1,107,小学校,麻生区
白山小学校,1990,746,2,24,1,107,小学校,麻生区
白山小学校,1991,705,-,22,-,107,小学校,麻生区
白山小学校,1992,651,1,21,1,107,小学校,麻生区
白山小学校,1993,600,-,19,-,107,小学校,麻生区
白山小学校,1994,556,-,17,-,107,小学校,麻生区
白山小学校,1995,490,-,16,-,107,小学校,麻生区
白山小学校,1996,437,-,14,-,107,小学校,麻生区
白山小学校,1997,382,-,13,-,107,小学校,麻生区
東柿生小学校,1998,596,3,20,2,107,小学校,麻生区
東柿生小学校,1999,581,1,19,1,107,小学校,麻生区
東柿生小学校,2000,576,2,19,1,107,小学校,麻生区
東柿生小学校,2001,568,4,21,3,107,小学校,麻生区
東柿生小学校,2002,597,4,22,3,107,小学校,麻生区
東柿生小学校,2003,599,6,23,4,107,小学校,麻生区
東柿生小学校,2004,599,4,21,3,107,小学校,麻生区
東柿生小学校,2005,609,6,23,4,107,小学校,麻生区
東柿生小学校,2006,613,7,22,4,107,小学校,麻生区
東柿生小学校,2007,634,7,23,4,107,小学校,麻生区
東柿生小学校,2008,602,10,23,5,107,小学校,麻生区
東柿生小学校,2009,599,11,23,5,107,小学校,麻生区
東柿生小学校,2010,559,14,22,5,107,小学校,麻生区
東柿生小学校,2011,487,12,20,4,107,小学校,麻生区
東柿生小学校,2012,461,18,20,5,107,小学校,麻生区
東柿生小学校,2013,437,16,20,5,107,小学校,麻生区
東柿生小学校,2014,408,18,19,5,107,小学校,麻生区
東柿生小学校,2015,419,17,18,4,107,小学校,麻生区
東柿生小学校,2016,430,21,18,4,107,小学校,麻生区
東柿生小学校,2017,427,19,17,4,107,小学校,麻生区
"王禅寺
中央小学校",2018,545,17,23,5,107,小学校,麻生区
"王禅寺
中央小学校",2019,555,18,23,5,107,小学校,麻生区
"王禅寺
中央小学校",2020,549,17,23,5,107,小学校,麻生区
柿生小学校,1978,1323,6,34,1,108,小学校,麻生区
柿生小学校,1979,1483,-,35,-,108,小学校,麻生区
柿生小学校,1980,1556,-,38,-,108,小学校,麻生区
柿生小学校,1981,1569,-,38,-,108,小学校,麻生区
柿生小学校,1982,1463,-,34,-,108,小学校,麻生区
柿生小学校,1983,1367,-,33,-,108,小学校,麻生区
柿生小学校,1984,1067,4,28,1,108,小学校,麻生区
柿生小学校,1985,1043,7,27,2,108,小学校,麻生区
柿生小学校,1986,991,7,26,2,108,小学校,麻生区
柿生小学校,1987,645,6,20,2,108,小学校,麻生区
真福寺小学校,1988,639,1,19,1,108,小学校,麻生区
真福寺小学校,1989,650,1,19,1,108,小学校,麻生区
真福寺小学校,1990,657,1,19,1,108,小学校,麻生区
真福寺小学校,1991,655,1,19,1,108,小学校,麻生区
真福寺小学校,1992,610,3,20,2,108,小学校,麻生区
真福寺小学校,1993,551,2,19,2,108,小学校,麻生区
真福寺小学校,1994,545,2,19,2,108,小学校,麻生区
真福寺小学校,1995,532,3,20,3,108,小学校,麻生区
真福寺小学校,1996,502,5,20,4,108,小学校,麻生区
真福寺小学校,1997,435,4,16,3,108,小学校,麻生区
白山小学校,1998,350,-,12,-,108,小学校,麻生区
白山小学校,1999,320,-,12,-,108,小学校,麻生区
白山小学校,2000,298,-,11,-,108,小学校,麻生区
白山小学校,2001,282,-,12,-,108,小学校,麻生区
白山小学校,2002,260,1,11,1,108,小学校,麻生区
白山小学校,2003,231,1,9,1,108,小学校,麻生区
白山小学校,2004,201,1,8,1,108,小学校,麻生区
白山小学校,2005,190,1,7,1,108,小学校,麻生区
白山小学校,2006,174,2,7,1,108,小学校,麻生区
白山小学校,2007,151,2,7,1,108,小学校,麻生区
白山小学校,2008,136,3,8,2,108,小学校,麻生区
白山小学校,2009,廃校,,,,108,小学校,麻生区
白山小学校,2010,,,,,108,小学校,麻生区
白山小学校,2011,,,,,108,小学校,麻生区
白山小学校,2012,,,,,108,小学校,麻生区
白山小学校,2013,,,,,108,小学校,麻生区
白山小学校,2014,,,,,108,小学校,麻生区
白山小学校,2015,,,,,108,小学校,麻生区
白山小学校,2016,,,,,108,小学校,麻生区
白山小学校,2017,,,,,108,小学校,麻生区
真福寺小学校,2018,277,6,14,3,108,小学校,麻生区
真福寺小学校,2019,272,8,14,3,108,小学校,麻生区
真福寺小学校,2020,262,10,13,3,108,小学校,麻生区
黒川分校小学校,1978,56,-,3,-,109,小学校,麻生区
黒川分校小学校,1979,59,-,3,-,109,小学校,麻生区
黒川分校小学校,1980,64,-,3,-,109,小学校,麻生区
黒川分校小学校,1981,64,-,3,-,109,小学校,麻生区
黒川分校小学校,1982,廃校,,,,109,小学校,麻生区
黒川分校小学校,1983,,,,,109,小学校,麻生区
黒川分校小学校,1984,,,,,109,小学校,麻生区
